Trainset,Model,Seed,Trainsize,Test_size,Best_step,Total_steps,OVERALL,RECALL,PRECISION,BEHÖRDE,JOURNALIST,MEDIEN,PARTEI,POLITIKER
English,Large,5248,70,68,278,700,0.8196721311475411,0.8,0.8403361344537815,0.6923076923076923,0.0,0.5,0.8181818181818182,0.8674698795180722
English,Large,5248,80,68,600,800,0.8032128514056225,0.7692307692307693,0.8403361344537815,0.6666666666666667,0.0,0.5,0.7272727272727272,0.8690476190476191
English,Large,5248,90,68,717,900,0.807843137254902,0.7573529411764706,0.865546218487395,0.6792452830188679,0.0,0.5,0.8181818181818182,0.8522727272727273
English,Large,5248,100,68,779,1000,0.8079999999999999,0.7709923664122137,0.8487394957983193,0.6666666666666667,0.0,0.5,0.761904761904762,0.8654970760233917
English,Large,5248,110,68,1011,1100,0.8253968253968254,0.7819548872180451,0.8739495798319328,0.689655172413793,0.0,0.5,0.8181818181818182,0.8809523809523809
English,Large,5248,120,68,1026,1200,0.8156862745098039,0.7647058823529411,0.8739495798319328,0.6545454545454547,0.0,0.5,0.8571428571428572,0.8735632183908046
English,Large,5248,130,68,1269,1300,0.8421052631578948,0.8125,0.8739495798319328,0.7037037037037037,0.0,0.5,0.8000000000000002,0.8994082840236687
English,Large,5248,140,68,1253,1400,0.8333333333333333,0.7894736842105263,0.8823529411764706,0.7169811320754716,0.0,0.5,0.8000000000000002,0.8799999999999999
English,Large,5248,150,68,1212,1500,0.8259109311740891,0.796875,0.8571428571428571,0.6923076923076923,0.0,0.5,0.8000000000000002,0.8771929824561403
English,Large,5248,157,68,104,1570,0.832,0.7938931297709924,0.8739495798319328,0.68,0.0,0.5,0.6363636363636365,0.9080459770114943
English,Large,9356,20,68,82,200,0.7038123167155425,0.6741573033707865,0.7361963190184049,0.6464646464646464,0.0,0.0,0.42105263157894735,0.7601809954751132
English,Large,9356,30,68,99,300,0.7538940809968847,0.7658227848101266,0.7423312883435583,0.6857142857142857,0.0,0.0,0.4444444444444444,0.826530612244898
English,Large,9356,40,68,314,400,0.7664670658682635,0.7485380116959064,0.7852760736196319,0.64,0.0,0.0,0.8,0.8309178743961353
English,Large,9356,50,68,488,500,0.7659574468085106,0.7590361445783133,0.7730061349693251,0.6476190476190475,0.0,0.0,0.7272727272727274,0.8399999999999999
