Data,Model,Quantization,Fold,Epoch,Step,F1,Recall,Precision
Spanish,Base,int4,0,1,24,0.4619799139167863,0.602996254681648,0.3744186046511628
InDomain,Base,fp32,0,1,28,0.6978297161936561,0.6593059936908517,0.7411347517730497
OutDomain,Base,fp32,0,1,28,0.7177107501933487,0.7388535031847133,0.6977443609022557
Twitter,Base,fp32,0,1,28,0.7657342657342657,0.8081180811808119,0.7275747508305648
English,Base,fp32,0,1,28,0.5251798561151079,0.6083333333333333,0.4620253164556962
Spanish,Base,fp32,0,1,28,0.5110246433203632,0.5777126099706745,0.45813953488372094
InDomain,Base,fp16,0,1,28,0.6972477064220183,0.658267716535433,0.7411347517730497
OutDomain,Base,fp16,0,1,28,0.7177107501933487,0.7388535031847133,0.6977443609022557
Twitter,Base,fp16,0,1,28,0.7657342657342657,0.8081180811808119,0.7275747508305648
English,Base,fp16,0,1,28,0.5251798561151079,0.6083333333333333,0.4620253164556962
Spanish,Base,fp16,0,1,28,0.5110246433203632,0.5777126099706745,0.45813953488372094
InDomain,Base,int8,0,1,28,0.6934001670843776,0.655608214849921,0.7358156028368794
OutDomain,Base,int8,0,1,28,0.7169230769230769,0.7338582677165354,0.7007518796992481
Twitter,Base,int8,0,1,28,0.7604166666666666,0.7963636363636364,0.7275747508305648
English,Base,int8,0,1,28,0.5259433962264152,0.5962566844919787,0.4704641350210971
Spanish,Base,int8,0,1,28,0.5364583333333334,0.6094674556213018,0.4790697674418605
InDomain,Base,int4,0,1,28,0.6368330464716007,0.6187290969899666,0.6560283687943262
OutDomain,Base,int4,0,1,28,0.6328310864393338,0.6694630872483222,0.6
Twitter,Base,int4,0,1,28,0.7214285714285714,0.7799227799227799,0.6710963455149501
English,Base,int4,0,1,28,0.4476439790575916,0.5896551724137931,0.36075949367088606
Spanish,Base,int4,0,1,28,0.4526627218934911,0.6219512195121951,0.3558139534883721
InDomain,Base,fp32,0,1,32,0.702928870292887,0.6656101426307448,0.7446808510638298
OutDomain,Base,fp32,0,1,32,0.717509727626459,0.7435483870967742,0.6932330827067669
Twitter,Base,fp32,0,1,32,0.7697715289982424,0.8171641791044776,0.7275747508305648
English,Base,fp32,0,1,32,0.53125,0.61731843575419,0.46624472573839665
Spanish,Base,fp32,0,1,32,0.5229960578186598,0.6012084592145015,0.4627906976744186
InDomain,Base,fp16,0,1,32,0.7000835421888053,0.6619273301737757,0.7429078014184397
OutDomain,Base,fp16,0,1,32,0.717509727626459,0.7435483870967742,0.6932330827067669
Twitter,Base,fp16,0,1,32,0.7697715289982424,0.8171641791044776,0.7275747508305648
English,Base,fp16,0,1,32,0.5325301204819277,0.6207865168539326,0.46624472573839665
Spanish,Base,fp16,0,1,32,0.5249343832020997,0.6024096385542169,0.46511627906976744
InDomain,Base,int8,0,1,32,0.6939799331103678,0.6566455696202531,0.7358156028368794
OutDomain,Base,int8,0,1,32,0.7217459080280593,0.7491909385113269,0.6962406015037594
Twitter,Base,int8,0,1,32,0.7643979057591622,0.8051470588235294,0.7275747508305648
English,Base,int8,0,1,32,0.5292014302741359,0.6082191780821918,0.46835443037974683
Spanish,Base,int8,0,1,32,0.5421052631578948,0.6242424242424243,0.4790697674418605
InDomain,Base,int4,0,1,32,0.651685393258427,0.6357504215851602,0.6684397163120568
OutDomain,Base,int4,0,1,32,0.636290967226219,0.6791808873720137,0.5984962406015037
Twitter,Base,int4,0,1,32,0.7194244604316546,0.7843137254901961,0.6644518272425249
English,Base,int4,0,1,32,0.4503311258278146,0.604982206405694,0.35864978902953587
Spanish,Base,int4,0,1,32,0.4451038575667655,0.6147540983606558,0.3488372093023256
